,comment_text,identity_attack_x,bias,target,category,rationale,labels,probabilities
16,Not possible with all the bloodthirsty leftists and Islamists out there.,0.8,bias,"left wing,muslims","political,religion",prejudice against left wing and muslims,"['contradiction', 'neutral', 'entailment', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[{'contradiction': 84.3, 'neutral': 15.2, 'entailment': 0.4}, {'contradiction': 18.1, 'neutral': 53.3, 'entailment': 28.6}, {'contradiction': 5.1, 'neutral': 24.6, 'entailment': 70.3}, {'contradiction': 37.7, 'neutral': 22.4, 'entailment': 39.9}, {'contradiction': 12.1, 'neutral': 51.7, 'entailment': 36.2}, {'contradiction': 4.4, 'neutral': 46.3, 'entailment': 49.3}, {'contradiction': 0.2, 'neutral': 10.2, 'entailment': 89.7}, {'contradiction': 0.1, 'neutral': 2.4, 'entailment': 97.6}, {'contradiction': 0.4, 'neutral': 10.3, 'entailment': 89.3}, {'contradiction': 49.3, 'neutral': 34.4, 'entailment': 16.3}, {'contradiction': 24.8, 'neutral': 48.9, 'entailment': 26.3}, {'contradiction': 13.2, 'neutral': 79.2, 'entailment': 7.6}, {'contradiction': 3.1, 'neutral': 61.7, 'entailment': 35.2}, {'contradiction': 5.6, 'neutral': 57.1, 'entailment': 37.2}, {'contradiction': 6.4, 'neutral': 49.2, 'entailment': 44.4}]"
17,Liberalism is a mental disorder  Only White Western leftist hate their own race color country and flag.  This happens no where else on the planet.  Pretty simple  No reverse spin propaganda needed,0.5625,bias,"liberals,whites","political,race",prejudice against liberals and whites,"['contradiction', 'entailment', 'contradiction', 'contradiction', 'entailment', 'contradiction', 'neutral', 'neutral', 'entailment', 'contradiction', 'entailment', 'entailment', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 91.1, 'neutral': 7.2, 'entailment': 1.8}, {'contradiction': 1.7, 'neutral': 8.1, 'entailment': 90.3}, {'contradiction': 55.3, 'neutral': 32.1, 'entailment': 12.6}, {'contradiction': 96.7, 'neutral': 2.2, 'entailment': 1.0}, {'contradiction': 2.6, 'neutral': 23.1, 'entailment': 74.3}, {'contradiction': 56.2, 'neutral': 39.3, 'entailment': 4.5}, {'contradiction': 29.6, 'neutral': 60.8, 'entailment': 9.6}, {'contradiction': 40.9, 'neutral': 48.0, 'entailment': 11.0}, {'contradiction': 0.9, 'neutral': 5.6, 'entailment': 93.5}, {'contradiction': 71.7, 'neutral': 20.0, 'entailment': 8.3}, {'contradiction': 3.8, 'neutral': 15.7, 'entailment': 80.5}, {'contradiction': 0.1, 'neutral': 1.7, 'entailment': 98.1}, {'contradiction': 8.6, 'neutral': 33.6, 'entailment': 57.7}, {'contradiction': 44.8, 'neutral': 14.1, 'entailment': 41.1}, {'contradiction': 1.6, 'neutral': 3.3, 'entailment': 95.1}]"
18,You have the disgraceful temerity to draw a moral equivalence between the Holocaust and the Jewish recovery miracle and the Palestinian fourth generation UN titsucking Jewhating refugee bullshit story. Its exceedingly charitable to describe you as a libtard.,0.671428571,bias,liberals,political,prejudice against liberals,"['entailment', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment', 'contradiction', 'entailment', 'entailment', 'entailment', 'entailment', 'neutral', 'entailment', 'entailment']","[{'contradiction': 6.1, 'neutral': 13.2, 'entailment': 80.6}, {'contradiction': 5.8, 'neutral': 32.9, 'entailment': 61.3}, {'contradiction': 28.1, 'neutral': 70.3, 'entailment': 1.6}, {'contradiction': 16.2, 'neutral': 15.0, 'entailment': 68.7}, {'contradiction': 1.8, 'neutral': 18.3, 'entailment': 79.9}, {'contradiction': 16.6, 'neutral': 20.8, 'entailment': 62.6}, {'contradiction': 1.6, 'neutral': 16.9, 'entailment': 81.5}, {'contradiction': 55.9, 'neutral': 31.2, 'entailment': 12.8}, {'contradiction': 7.5, 'neutral': 23.7, 'entailment': 68.7}, {'contradiction': 27.8, 'neutral': 15.8, 'entailment': 56.5}, {'contradiction': 8.2, 'neutral': 23.0, 'entailment': 68.8}, {'contradiction': 2.5, 'neutral': 41.7, 'entailment': 55.8}, {'contradiction': 10.0, 'neutral': 64.3, 'entailment': 25.6}, {'contradiction': 14.5, 'neutral': 37.4, 'entailment': 48.1}, {'contradiction': 35.0, 'neutral': 20.9, 'entailment': 44.1}]"
19,Feminism is for everybody? Not bloody likely. Have u seen the modern day feminists on college campuses? They go on and on about a rape culture on campus. They still hate men. They need their safe spaces to protect themselves from other points of view. Sorry todays Feminism is like a cancer.,0.55,bias,feminists,political,prejudice against feminists,"['contradiction', 'entailment', 'neutral', 'contradiction', 'entailment', 'entailment', 'neutral', 'neutral', 'entailment', 'neutral', 'contradiction', 'entailment', 'entailment', 'entailment', 'contradiction']","[{'contradiction': 65.6, 'neutral': 27.2, 'entailment': 7.2}, {'contradiction': 10.7, 'neutral': 41.3, 'entailment': 48.0}, {'contradiction': 10.1, 'neutral': 58.8, 'entailment': 31.2}, {'contradiction': 64.4, 'neutral': 16.3, 'entailment': 19.3}, {'contradiction': 0.6, 'neutral': 19.8, 'entailment': 79.6}, {'contradiction': 27.3, 'neutral': 21.6, 'entailment': 51.1}, {'contradiction': 20.7, 'neutral': 56.2, 'entailment': 23.1}, {'contradiction': 37.1, 'neutral': 54.3, 'entailment': 8.6}, {'contradiction': 0.6, 'neutral': 14.0, 'entailment': 85.3}, {'contradiction': 19.9, 'neutral': 66.8, 'entailment': 13.3}, {'contradiction': 48.9, 'neutral': 41.4, 'entailment': 9.8}, {'contradiction': 0.4, 'neutral': 3.8, 'entailment': 95.7}, {'contradiction': 0.7, 'neutral': 22.8, 'entailment': 76.5}, {'contradiction': 5.4, 'neutral': 21.3, 'entailment': 73.3}, {'contradiction': 63.9, 'neutral': 27.2, 'entailment': 8.9}]"
20,Are you kidding me?  Republicans are the party of hate. How about that church with 4 little black girls?  The Brooks Brothers Riot every KKK and Neo Nazi march and lynching. Its not all firebombs. .,0.5,bias,republicans,political,prejudice against blacks,"['contradiction', 'entailment', 'entailment', 'contradiction', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment', 'neutral', 'entailment', 'contradiction', 'entailment']","[{'contradiction': 65.4, 'neutral': 28.8, 'entailment': 5.8}, {'contradiction': 6.0, 'neutral': 38.6, 'entailment': 55.4}, {'contradiction': 2.4, 'neutral': 42.5, 'entailment': 55.1}, {'contradiction': 55.0, 'neutral': 13.0, 'entailment': 32.0}, {'contradiction': 1.9, 'neutral': 26.9, 'entailment': 71.2}, {'contradiction': 3.3, 'neutral': 32.6, 'entailment': 64.0}, {'contradiction': 0.3, 'neutral': 4.3, 'entailment': 95.4}, {'contradiction': 0.2, 'neutral': 2.8, 'entailment': 97.0}, {'contradiction': 0.1, 'neutral': 2.1, 'entailment': 97.8}, {'contradiction': 0.1, 'neutral': 0.9, 'entailment': 98.9}, {'contradiction': 0.2, 'neutral': 2.5, 'entailment': 97.4}, {'contradiction': 3.0, 'neutral': 66.9, 'entailment': 30.2}, {'contradiction': 2.4, 'neutral': 12.6, 'entailment': 85.1}, {'contradiction': 50.0, 'neutral': 14.8, 'entailment': 35.3}, {'contradiction': 1.6, 'neutral': 16.0, 'entailment': 82.4}]"
21,Yet another example of the villification of men by the feminacry. Disgusting.,0.257575758,bias,feminists,political,prejudice against feminists,"['neutral', 'neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']","[{'contradiction': 19.6, 'neutral': 78.5, 'entailment': 1.8}, {'contradiction': 7.2, 'neutral': 90.0, 'entailment': 2.8}, {'contradiction': 1.6, 'neutral': 93.8, 'entailment': 4.6}, {'contradiction': 61.3, 'neutral': 29.8, 'entailment': 8.9}, {'contradiction': 1.0, 'neutral': 68.7, 'entailment': 30.4}, {'contradiction': 4.3, 'neutral': 48.9, 'entailment': 46.7}, {'contradiction': 2.2, 'neutral': 85.2, 'entailment': 12.5}, {'contradiction': 8.8, 'neutral': 87.4, 'entailment': 3.8}, {'contradiction': 2.3, 'neutral': 83.0, 'entailment': 14.7}, {'contradiction': 33.5, 'neutral': 65.2, 'entailment': 1.3}, {'contradiction': 17.6, 'neutral': 75.1, 'entailment': 7.3}, {'contradiction': 2.8, 'neutral': 88.3, 'entailment': 8.9}, {'contradiction': 0.6, 'neutral': 94.3, 'entailment': 5.1}, {'contradiction': 2.1, 'neutral': 77.4, 'entailment': 20.5}, {'contradiction': 17.4, 'neutral': 78.8, 'entailment': 3.8}]"
22,All those KKK cross burning white guys were Democrats. They hated Republicans and killed Lincoln for it.,0.52,bias,democrats,political,prejudice against democrats,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral', 'neutral', 'entailment', 'entailment', 'entailment', 'contradiction', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment']","[{'contradiction': 60.7, 'neutral': 38.2, 'entailment': 1.1}, {'contradiction': 11.2, 'neutral': 81.1, 'entailment': 7.7}, {'contradiction': 19.8, 'neutral': 75.0, 'entailment': 5.2}, {'contradiction': 94.1, 'neutral': 3.0, 'entailment': 2.9}, {'contradiction': 1.1, 'neutral': 60.2, 'entailment': 38.8}, {'contradiction': 13.5, 'neutral': 51.5, 'entailment': 35.0}, {'contradiction': 0.1, 'neutral': 4.0, 'entailment': 95.9}, {'contradiction': 0.2, 'neutral': 3.7, 'entailment': 96.1}, {'contradiction': 0.3, 'neutral': 8.1, 'entailment': 91.6}, {'contradiction': 64.5, 'neutral': 15.9, 'entailment': 19.6}, {'contradiction': 0.7, 'neutral': 9.9, 'entailment': 89.4}, {'contradiction': 19.2, 'neutral': 78.7, 'entailment': 2.2}, {'contradiction': 0.8, 'neutral': 17.5, 'entailment': 81.7}, {'contradiction': 2.4, 'neutral': 40.2, 'entailment': 57.3}, {'contradiction': 2.9, 'neutral': 23.4, 'entailment': 73.7}]"
23,I agree with you the white lefties globalists are the most hypocritical humans of them all. They are the cancer of the white race Being racist doesnt mean to be cruel to other races.When a black woman told me that with 10 whites left on earth in 2016 there were 9 too many.Now  that is not racism but cruelty.,0.6,bias,"left wing, blacks, whites","political, race","prejudice against lefts,blacks and whites","['neutral', 'neutral', 'neutral', 'contradiction', 'entailment', 'neutral', 'entailment', 'neutral', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment', 'neutral']","[{'contradiction': 26.7, 'neutral': 63.9, 'entailment': 9.4}, {'contradiction': 1.3, 'neutral': 53.3, 'entailment': 45.4}, {'contradiction': 8.7, 'neutral': 65.9, 'entailment': 25.4}, {'contradiction': 61.7, 'neutral': 20.6, 'entailment': 17.7}, {'contradiction': 0.0, 'neutral': 1.5, 'entailment': 98.5}, {'contradiction': 17.9, 'neutral': 67.4, 'entailment': 14.7}, {'contradiction': 1.1, 'neutral': 31.0, 'entailment': 67.9}, {'contradiction': 18.0, 'neutral': 66.4, 'entailment': 15.6}, {'contradiction': 1.2, 'neutral': 14.4, 'entailment': 84.4}, {'contradiction': 20.9, 'neutral': 70.5, 'entailment': 8.6}, {'contradiction': 0.3, 'neutral': 4.5, 'entailment': 95.2}, {'contradiction': 0.1, 'neutral': 11.2, 'entailment': 88.7}, {'contradiction': 0.6, 'neutral': 27.8, 'entailment': 71.6}, {'contradiction': 13.6, 'neutral': 31.8, 'entailment': 54.6}, {'contradiction': 14.8, 'neutral': 61.0, 'entailment': 24.2}]"
24,At least I am not Rachel Dolzeal type appropriating an Indian name to covered for your liberal whiteness. There is nothing to address when you are dealing with someone who just like to type for typing sakes making it worst that anything you write is full of donkeys waste. My apologizes too all the donkeys in the world for that politically insensitive comments,0.5,bias,liberals,political,prejudice against liberals,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral', 'contradiction', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'contradiction', 'contradiction']","[{'contradiction': 77.4, 'neutral': 19.2, 'entailment': 3.4}, {'contradiction': 64.0, 'neutral': 29.8, 'entailment': 6.2}, {'contradiction': 62.4, 'neutral': 25.3, 'entailment': 12.3}, {'contradiction': 62.9, 'neutral': 20.2, 'entailment': 17.0}, {'contradiction': 8.5, 'neutral': 59.9, 'entailment': 31.6}, {'contradiction': 55.8, 'neutral': 31.5, 'entailment': 12.7}, {'contradiction': 28.7, 'neutral': 56.3, 'entailment': 15.0}, {'contradiction': 88.4, 'neutral': 11.1, 'entailment': 0.5}, {'contradiction': 35.2, 'neutral': 43.4, 'entailment': 21.4}, {'contradiction': 43.7, 'neutral': 54.5, 'entailment': 1.8}, {'contradiction': 31.3, 'neutral': 42.4, 'entailment': 26.3}, {'contradiction': 28.0, 'neutral': 69.0, 'entailment': 3.0}, {'contradiction': 39.2, 'neutral': 26.0, 'entailment': 34.8}, {'contradiction': 50.7, 'neutral': 26.6, 'entailment': 22.7}, {'contradiction': 72.4, 'neutral': 25.2, 'entailment': 2.3}]"
25,Yep. Its good to know which right wingtards are antiwoman.,0.5,bias,"right wing,women","political,gender",prejudice against rights and women,"['contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'entailment', 'neutral', 'neutral', 'entailment', 'neutral', 'entailment', 'neutral', 'neutral', 'entailment', 'neutral']","[{'contradiction': 49.7, 'neutral': 46.0, 'entailment': 4.3}, {'contradiction': 7.1, 'neutral': 75.7, 'entailment': 17.2}, {'contradiction': 11.1, 'neutral': 77.9, 'entailment': 11.0}, {'contradiction': 92.4, 'neutral': 4.3, 'entailment': 3.3}, {'contradiction': 1.1, 'neutral': 39.5, 'entailment': 59.3}, {'contradiction': 0.7, 'neutral': 21.5, 'entailment': 77.8}, {'contradiction': 0.8, 'neutral': 58.1, 'entailment': 41.2}, {'contradiction': 0.6, 'neutral': 89.9, 'entailment': 9.5}, {'contradiction': 0.1, 'neutral': 6.8, 'entailment': 93.1}, {'contradiction': 4.7, 'neutral': 72.9, 'entailment': 22.4}, {'contradiction': 0.9, 'neutral': 48.0, 'entailment': 51.1}, {'contradiction': 3.0, 'neutral': 86.3, 'entailment': 10.7}, {'contradiction': 0.9, 'neutral': 79.0, 'entailment': 20.1}, {'contradiction': 5.3, 'neutral': 46.3, 'entailment': 48.5}, {'contradiction': 7.0, 'neutral': 80.5, 'entailment': 12.6}]"
26,Republicans are such predictable hypocrites. You can safely bet that whatever they are obsessed with and accusing the other side of doing is what they are actually doing.  private emails? check. Take Rep. Tim Murphy RPA for example. Rep. Murphy is a fine upstanding Republican with a wife and a mistress. Good redblooded guy who is now implicated in his girlfriends divorce. In texts produced in connection with court proceedings a possible pregnancy became something to manage when Murphy and his lady friend Shannon Edwards thought she might be pregnant. And you have zero issue posting your prolife stance all over the place when you had no issue asking me to abort our unborn child just last week Shannon Edwards wrote. Murphy answered her writing I get what you say about my March for life messages. Ive never written them. Staff does them. I read them and winced. I told staff dont write any more. I will. How long can it be before we find out McConnell is transgender?,0.5,bias,conservatives,political,prejudice against conservatives,"['contradiction', 'entailment', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment', 'neutral', 'entailment', 'contradiction', 'contradiction', 'neutral', 'entailment', 'entailment', 'neutral']","[{'contradiction': 71.5, 'neutral': 18.9, 'entailment': 9.5}, {'contradiction': 15.5, 'neutral': 20.1, 'entailment': 64.5}, {'contradiction': 18.3, 'neutral': 42.2, 'entailment': 39.5}, {'contradiction': 4.4, 'neutral': 6.2, 'entailment': 89.4}, {'contradiction': 0.1, 'neutral': 0.5, 'entailment': 99.5}, {'contradiction': 37.1, 'neutral': 14.9, 'entailment': 47.9}, {'contradiction': 2.3, 'neutral': 20.5, 'entailment': 77.2}, {'contradiction': 29.5, 'neutral': 51.2, 'entailment': 19.3}, {'contradiction': 2.7, 'neutral': 23.6, 'entailment': 73.7}, {'contradiction': 47.1, 'neutral': 38.7, 'entailment': 14.2}, {'contradiction': 46.6, 'neutral': 39.6, 'entailment': 13.9}, {'contradiction': 16.5, 'neutral': 57.0, 'entailment': 26.5}, {'contradiction': 0.6, 'neutral': 4.0, 'entailment': 95.4}, {'contradiction': 19.9, 'neutral': 17.9, 'entailment': 62.2}, {'contradiction': 36.6, 'neutral': 45.0, 'entailment': 18.4}]"
27,Why are papers like the Toronto Star failing. Maybe because they have been hijacked by radical feminists and antiwhite militant.,0.636363636,bias,"feminists,whites","political,race",prejudice against feminists and whites,"['contradiction', 'neutral', 'entailment', 'contradiction', 'neutral', 'entailment', 'neutral', 'neutral', 'entailment', 'neutral', 'neutral', 'neutral', 'entailment', 'entailment', 'neutral']","[{'contradiction': 79.2, 'neutral': 20.2, 'entailment': 0.6}, {'contradiction': 27.0, 'neutral': 68.2, 'entailment': 4.7}, {'contradiction': 3.3, 'neutral': 47.9, 'entailment': 48.8}, {'contradiction': 53.0, 'neutral': 19.3, 'entailment': 27.7}, {'contradiction': 4.1, 'neutral': 58.3, 'entailment': 37.6}, {'contradiction': 5.7, 'neutral': 22.7, 'entailment': 71.6}, {'contradiction': 10.7, 'neutral': 79.6, 'entailment': 9.7}, {'contradiction': 4.9, 'neutral': 85.7, 'entailment': 9.4}, {'contradiction': 1.1, 'neutral': 41.8, 'entailment': 57.1}, {'contradiction': 30.9, 'neutral': 58.0, 'entailment': 11.0}, {'contradiction': 6.2, 'neutral': 57.0, 'entailment': 36.8}, {'contradiction': 10.7, 'neutral': 78.8, 'entailment': 10.5}, {'contradiction': 0.0, 'neutral': 6.3, 'entailment': 93.7}, {'contradiction': 3.5, 'neutral': 24.6, 'entailment': 71.9}, {'contradiction': 12.3, 'neutral': 50.8, 'entailment': 36.9}]"
28,... take a shower Dyrtymary you stink of Cheetolini and Republican FILTH.  Go fake pray for a while ... you christians are good at frittering away your time doing ZERO good in the world.,0.528571429,bias,"republicans,christians","political,religion",prejudice against republicans and christians,"['contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'entailment', 'neutral', 'contradiction', 'entailment', 'contradiction', 'neutral', 'neutral', 'entailment', 'entailment', 'neutral']","[{'contradiction': 41.1, 'neutral': 37.9, 'entailment': 21.0}, {'contradiction': 24.1, 'neutral': 51.2, 'entailment': 24.7}, {'contradiction': 8.2, 'neutral': 60.5, 'entailment': 31.3}, {'contradiction': 68.0, 'neutral': 13.9, 'entailment': 18.1}, {'contradiction': 0.2, 'neutral': 7.2, 'entailment': 92.5}, {'contradiction': 16.1, 'neutral': 33.2, 'entailment': 50.7}, {'contradiction': 13.0, 'neutral': 50.6, 'entailment': 36.5}, {'contradiction': 65.7, 'neutral': 26.4, 'entailment': 7.9}, {'contradiction': 2.0, 'neutral': 18.5, 'entailment': 79.5}, {'contradiction': 44.5, 'neutral': 35.5, 'entailment': 20.0}, {'contradiction': 16.8, 'neutral': 48.6, 'entailment': 34.6}, {'contradiction': 5.4, 'neutral': 50.2, 'entailment': 44.4}, {'contradiction': 9.3, 'neutral': 28.7, 'entailment': 62.0}, {'contradiction': 7.4, 'neutral': 45.2, 'entailment': 47.4}, {'contradiction': 39.4, 'neutral': 43.3, 'entailment': 17.3}]"
29,If wonder if this means feminists will be going back and disowning things like Valerie Solanas S.C.U.M. Manifiesto. S.C.U.M.? Society for Cutting Up Men. And statements likening all heterosexual sex to rape? Andrea Dworkin Catharine MacKinnon and their activist sisters all to be disowned now?,0.271428571,bias,feminists,political,prejudice against feminists,"['contradiction', 'neutral', 'neutral', 'contradiction', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment', 'neutral', 'neutral', 'neutral', 'entailment', 'entailment', 'contradiction']","[{'contradiction': 60.8, 'neutral': 35.7, 'entailment': 3.5}, {'contradiction': 3.2, 'neutral': 65.1, 'entailment': 31.7}, {'contradiction': 11.5, 'neutral': 84.3, 'entailment': 4.2}, {'contradiction': 46.3, 'neutral': 20.3, 'entailment': 33.4}, {'contradiction': 0.7, 'neutral': 29.1, 'entailment': 70.2}, {'contradiction': 1.6, 'neutral': 7.2, 'entailment': 91.2}, {'contradiction': 1.7, 'neutral': 36.7, 'entailment': 61.6}, {'contradiction': 1.3, 'neutral': 41.5, 'entailment': 57.2}, {'contradiction': 0.5, 'neutral': 20.6, 'entailment': 78.9}, {'contradiction': 23.0, 'neutral': 57.9, 'entailment': 19.1}, {'contradiction': 29.6, 'neutral': 54.5, 'entailment': 15.8}, {'contradiction': 5.8, 'neutral': 69.5, 'entailment': 24.7}, {'contradiction': 1.5, 'neutral': 45.7, 'entailment': 52.8}, {'contradiction': 3.7, 'neutral': 17.8, 'entailment': 78.5}, {'contradiction': 67.5, 'neutral': 25.7, 'entailment': 6.9}]"
30,All these gays have to do is make some medical complaint and say that they need to have a sex change to resolve their problem...yes implants hormone supply drug maintenance for the sex change etc. will be paid by the military.  They will even pull out all of your teeth is you have a complaint and have implants done if that makes the service person feel and perform better.  Me too only a tax payer and guys like our AG senators and reps will oppose Trump no matter if it is the wrong thing to do.  Liberals will bring down the USA,0.8,bias,"gays, liberals","lgbtq,political",prejudice against gays and liberals,"['contradiction', 'neutral', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment', 'entailment', 'contradiction', 'neutral', 'entailment', 'entailment', 'entailment', 'entailment']","[{'contradiction': 85.8, 'neutral': 11.9, 'entailment': 2.3}, {'contradiction': 30.5, 'neutral': 43.0, 'entailment': 26.4}, {'contradiction': 15.1, 'neutral': 44.0, 'entailment': 40.9}, {'contradiction': 1.0, 'neutral': 2.5, 'entailment': 96.5}, {'contradiction': 1.1, 'neutral': 14.0, 'entailment': 84.9}, {'contradiction': 2.7, 'neutral': 6.8, 'entailment': 90.4}, {'contradiction': 2.2, 'neutral': 19.2, 'entailment': 78.6}, {'contradiction': 23.9, 'neutral': 37.3, 'entailment': 38.9}, {'contradiction': 3.7, 'neutral': 18.7, 'entailment': 77.6}, {'contradiction': 37.7, 'neutral': 34.6, 'entailment': 27.7}, {'contradiction': 34.0, 'neutral': 39.4, 'entailment': 26.6}, {'contradiction': 10.1, 'neutral': 35.5, 'entailment': 54.4}, {'contradiction': 0.2, 'neutral': 2.5, 'entailment': 97.3}, {'contradiction': 2.2, 'neutral': 10.7, 'entailment': 87.1}, {'contradiction': 14.6, 'neutral': 21.6, 'entailment': 63.8}]"
